Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
68,0,28970.98703966612,13,1,36.60084852099451,1,2,0
51,0,89590.31708883692,8,1,7.459967380713268,1,4,1
53,1,59381.0177332558,4,4,34.32564476632817,1,3,1
21,0,28144.916449196087,16,2,38.58806744242821,0,3,1
27,1,101233.63294890986,9,0,50.259066273499094,1,2,1
41,1,81882.35681793964,7,2,45.79509979976271,0,2,0
56,0,123728.84075006623,9,1,3.9212451524353185,1,1,0
45,0,149200.29055696077,7,3,59.96084051902675,0,1,0
19,0,34496.58760176593,13,1,39.704079924533445,1,2,1
64,1,90031.23373385285,4,4,9.723293833880643,0,4,0
45,0,130580.08751934792,17,1,6.926995431177137,1,2,0
47,0,52630.17982409903,13,0,11.494907932177087,1,5,1
66,1,77089.47616238728,3,4,51.09358179153721,1,2,0
49,0,70394.34470923411,15,3,32.68792387981611,1,5,1
70,1,144468.2424749525,11,4,46.720779866051345,0,2,0
40,1,59617.64240019733,2,0,16.784094784652197,1,2,0
57,1,103279.97386135536,1,1,2.4667114390318554,0,2,0
45,1,33736.40895402671,15,4,58.88164687301348,0,1,0
38,1,111330.2651995249,15,4,22.20841268938267,1,2,1
49,1,94366.32363800911,6,3,6.955555907827533,1,1,0
50,1,39355.44654321781,5,4,4.643980791121782,1,3,0
47,1,58009.8043535851,1,4,8.994176616801843,0,4,0
53,1,135718.3478614819,3,2,43.73879500388463,0,1,0
21,1,115255.35172220146,17,4,42.838504297670305,0,0,0
62,0,147857.79145297885,5,0,20.08312845091161,1,4,0
27,1,58355.29199504031,11,2,17.94272114270289,1,2,1
53,1,90593.19591449622,16,1,19.360489530436542,1,2,0
69,1,96162.4224989575,17,3,33.276716464188084,0,3,1
34,1,145323.75013151678,2,4,51.06045038609064,0,3,1
38,0,38203.132681931296,1,4,10.412857444616991,1,0,0
30,0,22281.807237661757,12,2,46.37735686693065,1,3,1
44,0,131015.05570420487,17,1,34.124864298054334,1,4,1
22,0,69652.15315487646,2,4,13.131667774261123,0,1,0
60,0,105455.95268211671,2,4,44.872548536076444,1,1,0
22,0,141716.4807909605,17,2,41.604916245056415,1,1,1
57,0,55629.30661448483,8,1,30.943036573690556,1,3,1
64,1,74145.57614750427,15,1,58.776534192866464,1,5,1
18,1,54909.38828878895,18,4,32.72332778355093,0,4,1
31,1,82515.71905839117,1,0,35.88676778647144,1,1,1
36,0,87788.3731416944,14,1,37.396200601945715,0,1,1
69,1,74931.29568055281,20,0,17.879305399844377,0,0,0
60,1,87787.93957566663,7,0,37.61285397438406,1,5,1
50,1,24024.25281951466,11,2,22.409083202711102,0,5,0
18,0,67898.35958915527,2,0,51.942370856784265,0,1,0
46,1,59820.75484116765,18,2,4.000351994513446,0,3,0
25,1,136978.33493934543,10,2,11.71625389085049,0,4,1
70,0,131563.01691043132,5,3,1.9392957685051178,0,2,0
45,0,72980.59403421602,3,1,23.34177838839423,0,3,0
20,0,73251.75633638016,19,3,57.90149859451087,1,5,1
68,0,28970.98703966612,13,1,36.60084852099451,1,2,0
29,0,77530.91692591693,10,1,56.03350551445959,0,3,0
66,1,56488.81801707666,13,3,30.957376959897193,0,3,1
54,0,121892.93198310163,10,1,48.524266715902414,0,3,1
69,0,116017.66955720299,9,4,1.0944700653927009,0,2,0
60,0,111906.9433692431,15,4,9.568276174999694,0,0,0
24,1,76365.76304223987,4,3,22.77026914680763,1,3,1
61,0,58943.538134003604,12,2,37.72017995691728,1,1,1
35,0,137813.0954677348,13,1,43.438735932481706,0,5,1
47,0,123287.02078379733,6,0,36.63130617607142,0,0,0
66,0,114751.9874950931,17,3,10.083831081323728,0,4,0
51,0,49383.769716079965,1,0,29.718311852786616,1,1,0
70,0,89340.26173949713,7,2,38.13599895590893,0,3,1
57,1,127579.92642369366,16,2,41.3435038525026,1,3,1
48,1,90290.80196383834,20,4,44.35079804211334,0,5,1
20,0,106292.65920282659,17,3,3.9973527916475926,0,4,1
29,1,21521.859395017527,3,0,33.853482986724224,0,2,0
58,1,82930.0190623262,14,2,12.851753628273467,0,4,0
52,0,46177.29167767667,7,1,38.35202246327806,0,4,0
70,0,106972.90385278407,4,3,42.44191658610592,1,2,0
33,0,142424.34251046024,3,1,23.642575020667145,0,0,0
57,1,40445.517063363,10,3,56.26301697049618,0,2,0
50,0,92885.81227410222,0,4,4.727802714753363,0,2,0
18,0,99007.77589285394,10,1,16.263599149132915,0,3,1
40,1,76472.43147085927,6,1,53.880611577663494,0,4,0
67,1,110466.88536194433,17,0,43.108669261925726,0,1,0
23,1,81595.27769173306,8,0,31.945533878919612,1,1,1
41,1,28095.50376464513,10,2,25.068331283702623,0,0,0
22,1,59164.48389880005,12,1,30.119075915777728,0,3,1
19,0,21019.406800349185,20,0,12.682178788145658,0,4,0
31,1,91982.49309654145,8,3,15.01167649936979,0,3,1
68,0,80311.22326948371,14,2,19.080097856464338,0,3,0
69,1,27975.45152438686,18,4,4.368565936568679,0,0,0
60,0,135733.54689231428,1,3,46.10952756180639,1,3,1
29,0,75955.56334172873,17,2,2.6207631882661064,0,4,1
62,0,70250.26588699361,16,0,39.09015649223871,0,5,1
42,1,133175.19525598089,15,4,5.759516276079465,0,5,0
55,0,101221.90216262233,14,2,39.347173791787455,1,5,1
33,1,105058.03180224504,19,0,36.858927877806344,1,0,1
54,1,30682.316771935555,18,1,28.01049102099319,1,2,0
22,1,113951.9045007697,2,0,18.655656736349467,0,1,0
29,0,112824.24378069134,20,4,53.43639654126607,0,4,1
35,1,97367.1177377386,14,2,40.06459772268257,0,1,1
24,0,125414.21553102939,11,4,19.450084413346026,0,4,1
39,0,34204.34734025078,17,3,27.13410963412803,0,5,0
49,0,95780.38738455421,18,0,21.860932294304227,1,2,1
32,1,35979.688200500386,11,1,43.85190652176026,0,4,1
55,0,81936.80822469291,6,1,56.94371189784098,1,4,1
68,0,80311.22326948371,14,2,19.080097856464338,0,3,0
21,1,120794.99955240762,10,0,7.630770005200024,0,2,0
28,1,141304.7330746625,0,1,17.35151676052823,0,1,0
41,0,116615.11583510845,19,2,32.15601677499265,0,1,0
22,0,55799.55265320441,9,4,54.27864453607589,1,1,1
19,0,26090.748108588406,0,2,53.58752220078088,0,4,0
18,1,83126.66095572172,20,3,2.2803056212569555,0,1,0
30,0,71611.95536083492,20,1,38.68168553110391,0,5,1
63,0,71874.59129351651,10,2,43.54624261077121,0,1,0
34,1,20418.37426855623,9,1,54.45995479214512,0,0,0
34,1,104649.18603461764,14,1,28.998116659354817,0,1,0
39,1,65048.14183385337,13,0,34.59074328252628,0,5,1
67,1,28775.331068896852,18,2,17.625707203046694,0,1,1
40,1,57363.247540525364,7,4,12.20603320759119,0,0,0
63,0,134021.77553236455,16,2,37.31163380267996,1,0,1
50,0,52625.66597423874,13,0,25.348016654369804,1,4,1
