,res_id,name,url,address,city,locality,cuisines,timings,average_cost_for_one,highlights,aggregate_rating,votes,scope
362,18223374,Planters Tea Bar & Book Cafe,https://www.zomato.com/lucknow/planters-tea-bar-book-cafe-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C 2/16, Vikas Khand, Near Cpt.Manoj Panday Chauraha, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, Tea, Fast Food, Continental, Beverages",7am – 2am (Mon-Sun),375,"['Credit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Debit Card', 'Breakfast', 'Dinner', 'Delivery', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'All Day Breakfast', 'Smoking Area', 'Wifi', 'Live Music', 'Board Games', 'Desserts and Bakes', 'Air Conditioned', 'Wheelchair Accessible']",3.9,584,3.900443457
363,18716434,The Chocolate Room,https://www.zomato.com/lucknow/the-chocolate-room-1-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pragati Bazaar, Kapoorthala, Near Universal Book Store, Aliganj",Lucknow,Aliganj,"Cafe, Bakery, Desserts, Chinese",10am – 12midnight (Mon-Sun),275,"['No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned']",4,198,3.96746082
364,801636,The Chocolate Heaven,https://www.zomato.com/lucknow/the-chocolate-heaven-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/553, Vivek Khand, Opposite Aryans, Gomti Nagar, Lucknow, Uttar Pradesh",Lucknow,Gomti Nagar,"Cafe, Italian, Desserts",11 AM to 10:30 PM (Mon-Sun),250,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating', 'Free Wifi', 'Air Conditioned', 'Desserts and Bakes']",4,606,3.986265332
365,18580014,Cafe WTF,https://www.zomato.com/lucknow/cafe-wtf-1-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D 2212, Faizabad Road, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Cafe, Sandwich, Burger, Fast Food, Pizza",11AM to 11PM (Mon-Sun),400,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Free Parking', 'Axis Bank - Dining Delights', 'Indoor Seating', 'Kid Friendly', 'Desserts and Bakes']",4.1,308,4.051723834
366,800640,Mint Lounge - Hotel Arif Castles,https://www.zomato.com/lucknow/mint-lounge-hotel-arif-castles-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Arif Castles, 4, Rana Pratap Marg, Hazratganj, Lucknow",Lucknow,Hazratganj,"Cafe, Chinese, Awadhi, North Indian",12noon – 12midnight (Mon-Sun),300,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Hookah', 'Wifi']",3.9,394,3.900614017
367,18492316,Social Adda,https://www.zomato.com/lucknow/social-adda-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-1/12, Sector C, Aliganj, Lucknow",Lucknow,Aliganj,"Continental, North Indian, Chinese",11am – 11:30pm (Mon-Sun),250,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned']",4,456,3.982559936
368,18263320,Cafe GoDown,https://www.zomato.com/lucknow/cafe-godown-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B/64, Inderlok Colony, Kapoorthala, Aliganj, Lucknow",Lucknow,Aliganj,Cafe,11 AM to 11 PM (Mon-Sun),250,"['No Alcohol Available', 'Dinner', 'Lunch', 'Cash', 'Credit Card', 'Axis Bank - Dining Delights', 'Hookah', 'Air Conditioned', 'Indoor Seating']",3.9,329,3.90070705
369,800648,Cappuccino Blast,https://www.zomato.com/lucknow/cappuccino-blast-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11, Eldeco Greens, Near Fun Republic Mall, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, Italian, Chinese",11 AM to 11 PM (Mon-Sun),350,"['Lunch', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Cash', 'No Alcohol Available', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Hookah', 'Air Conditioned', 'Desserts and Bakes']",3.7,346,3.745523149
370,801903,The Jail Cafe,https://www.zomato.com/lucknow/the-jail-cafe-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-3/172, Patrakarpuram Crossing Road, Vidhayak Puram, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, North Indian, Chinese",11:30 AM to 11:30 PM,500,"['Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Cash', 'Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Rooftop', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended', 'Free Wifi']",3.7,327,3.747548769
371,18643784,The Chocolate Room,https://www.zomato.com/lucknow/the-chocolate-room-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"T-19, 3rd Floor, Phoenix United Mall, LDA colony, Alambagh, Lucknow",Lucknow,Alambagh,"Cafe, Bakery, Desserts",11 AM to 11 PM,275,"['Credit Card', 'Cash', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes', 'Free Wifi']",3.9,207,3.900988027
372,800137,Cafe Coffee Day,https://www.zomato.com/lucknow/cafe-coffee-day-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"MG Marg, Hazratganj Crossing, Near Vidhan Sabha, Hazratganj, Lucknow",Lucknow,Hazratganj,"Beverages, Cafe, Sandwich, Fast Food",10 AM to 11 PM,250,"['Lunch', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",3.9,200,3.901011081
373,18566501,Cafe 26,https://www.zomato.com/lucknow/cafe-26-2-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Purania Chauraha, Aliganj, Lucknow",Lucknow,Aliganj,Cafe,11 AM to 11 PM,150,"['Lunch', 'Debit Card', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Wifi', 'Air Conditioned']",3.6,262,3.683710841
374,18458706,Blue Owl Cafe,https://www.zomato.com/lucknow/blue-owl-cafe-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-2/348, Shiv Vihar Road, Sector A, Aliganj, Lucknow",Lucknow,Aliganj,"Cafe, Continental, Italian, Chinese, North Indian",11 AM to 11 PM (Mon-Sun),325,"['Cash', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Credit Card', 'Dinner', 'Delivery', 'Free Wifi', 'Wifi', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating', 'Digital Payments Accepted', 'Hookah', 'Axis Bank - Dining Delights']",3.8,279,3.827185553
375,18775764,Best Choice Of Awadh,https://www.zomato.com/lucknow/best-choice-of-awadh-kanpur-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 11, Floor 1, JB Emperor Square, Bargawan, Kanpur Road, Lucknow",Lucknow,Kanpur Road,"North Indian, Italian, Continental, Chinese",11 AM to 1 AM,300,"['Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'No Alcohol Available', 'Buffet', 'Kid Friendly', 'Table reservation required', 'Indoor Seating', 'Desserts and Bakes', 'All Day Breakfast', 'Free Parking']",4.1,167,4.02622968
376,18767210,Brew Bakes Cafe & Bistro,https://www.zomato.com/lucknow/brew-bakes-cafe-bistro-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"L-III/79, Sector-D, Near Purania Chowraha, Aliganj, Lucknow",Lucknow,Aliganj,"Bakery, Beverages, Burger, Cafe, Coffee, Fast Food, Pizza",9:30am – 12midnight (Mon-Sun),250,"['Cash', 'Credit Card', 'No Alcohol Available', 'Takeaway Available', 'Debit Card', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Air Conditioned']",4,168,3.963818375
377,18663392,BFF: Boisson Food Factory,https://www.zomato.com/lucknow/bff-boisson-food-factory-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/85, Patrakar Puram, Vinay Khand 3, Patrakar Puram, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, Chinese, Pizza, Fast Food",,200,"['Takeaway Available', 'Lunch', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']",3.7,197,3.768361362
378,18708355,Class Bunk Cafe,https://www.zomato.com/lucknow/class-bunk-cafe-3-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,C 1/73 Vikrant khand Gomti Nagar Lucknow near mg park ,Lucknow,Gomti Nagar,"North Indian, Italian, Mughlai, Chinese","10am – 11:30pm (Mon),10am – 11:45pm (Tue-Thu),10am – 11pm (Fri-Sun)",250,"['No Alcohol Available', 'Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",3.6,247,3.687329465
379,18591996,Cafe Hummingbird,https://www.zomato.com/lucknow/cafe-hummingbird-mahanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sector-C, Shadab Colony, Mahanagar, Lucknow, Uttar Pradesh 226006",Lucknow,Mahanagar,"Cafe, Fast Food, Beverages",11AM to 10:30PM (Mon-Sun),175,"['Dinner', 'Lunch', 'Cash', 'No Alcohol Available', 'Air Conditioned', 'Free Parking', 'Indoor Seating', 'Wheelchair Accessible', 'Kid Friendly']",3.5,128,3.676768967
380,18673277,Burger Point,https://www.zomato.com/lucknow/burger-point-1-mahanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"S-46, KD Tower, Near Airtel Store, Gole Market, Mahanagar, Lucknow",Lucknow,Mahanagar,"Burger, Sandwich, Wraps, Fast Food",11 AM to 11 PM,200,"['Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Air Conditioned', 'Digital Payments Accepted', 'Indoor Seating']",3.1,203,3.365027473
381,18611548,Cafe Carribean,https://www.zomato.com/lucknow/cafe-carribean-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Above HDFC Bank, Kapoorthala Road, Chandganj, Chandralok, Lucknow",Lucknow,Aliganj,"Finger Food, Cafe",Mon-Sun (11 AM to 11:30 PM),400,"['Dinner', 'Cash', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Hookah', 'Nightlife']",3.7,163,3.777198952
382,18761910,The Penthouse Cafe,https://www.zomato.com/lucknow/the-penthouse-cafe-1-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"MG-S-24, Kapoorthala Road, Chandralok, Lucknow, Uttar Pradesh 226024",Lucknow,Aliganj,"BBQ, Chinese, Continental",11 AM to 12 Midnight,400,"['Dinner', 'Cash', 'Credit Card', 'No Alcohol Available', 'Delivery', 'Debit Card', 'Lunch', 'Digital Payments Accepted', 'Smoking Area', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Hookah', 'Nightlife', 'Rooftop']",3.7,137,3.785668036
383,801794,Nukkad Cafe,https://www.zomato.com/lucknow/nukkad-cafe-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No.8-C, Kapoorthala Road, Pragati Bazar, Aliganj, Lucknow",Lucknow,Aliganj,Cafe,8:30 AM to 9 PM (Mon-Sun),200,"['No Alcohol Available', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Cash', 'Lunch', 'Digital Payments Accepted']",4,171,3.964218909
384,18593346,Refuel Cafe,https://www.zomato.com/lucknow/refuel-cafe-1-nirala-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C- 409, IT Crossing, Nirala Nagar, Lucknow",Lucknow,Nirala Nagar,Cafe,11 AM to 11 PM,350,"['Cash', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Lunch', 'Delivery', 'Indoor Seating']",3.6,105,3.747821095
385,18668676,The Garage Cafe Co.,https://www.zomato.com/lucknow/the-garage-cafe-co-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Indira Canal, Opposite Mercedes Benz Showroom, Faizabad Road, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, American, Burger, Chinese, Continental, Fast Food",11 AM to 10 PM,250,"['Takeaway Available', 'Lunch', 'Debit Card', 'Dinner', 'No Alcohol Available', 'Delivery', 'Cash', 'Breakfast', 'Credit Card', 'Digital Payments Accepted', 'Table booking recommended', 'Hookah', 'Above 18 Only', 'Free Wifi']",4,130,3.957840541
386,18625699,07 Street Cafe & Choco Crush,https://www.zomato.com/lucknow/07-street-cafe-choco-crush-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/9, 2nd Floor, Kapoorthala Road, Kapoorthala, Aliganj, Lucknow",Lucknow,Aliganj,Cafe,11 AM to 11 PM,225,"['No Alcohol Available', 'Cash', 'Lunch', 'Credit Card', 'Dinner', 'Takeaway Available', 'Delivery', 'Debit Card', 'Air Conditioned', 'Free Wifi', 'Digital Payments Accepted', 'Indoor Seating', 'Fullbar']",3.7,114,3.794875348
387,18526885,Know Your Cafe,https://www.zomato.com/lucknow/know-your-cafe-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Tehri Pulia Chauraha, Near Raj Sweet House, Alambagh, Lucknow",Lucknow,Alambagh,Cafe,11 AM to 11 PM (Mon-Sun),250,"['Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Credit Card', 'Air Conditioned', 'Indoor Seating']",3.5,135,3.671503508
388,18566323,Hideout Cafe,https://www.zomato.com/lucknow/hideout-cafe-4-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/5, Vinamra Khand, Near Kathauta Chauraha, Opposite ICICI bank, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, Continental",11 AM to 2 AM,200,"['Debit Card', 'Dinner', 'Credit Card', 'Lunch', 'Cash', 'No Alcohol Available', 'Breakfast', 'Takeaway Available', 'Digital Payments Accepted', 'Smoking Area', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned', 'Free Wifi']",3.7,111,3.796224286
389,18526407,Castle Black,https://www.zomato.com/lucknow/castle-black-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Amity University, Gate no.1, Lucknow",Lucknow,Gomti Nagar,"Chinese, Indian, Beverages, Italian",,250,"['Dinner', 'Delivery', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Free Parking', 'Hookah', 'Table booking recommended', 'Air Conditioned', 'Indoor Seating']",3.6,109,3.744991983
390,18637224,The Mountain Cafe,https://www.zomato.com/lucknow/the-mountain-cafe-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D-130, Sahara Plaza, Patrakarpuram Road, Vikas Khand 1, Patrakar Puram, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Chinese, Italian, Momos",12 Noon to 9:30 PM,175,"['Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Free Wifi', 'Desserts and Bakes', 'Air Conditioned']",3.9,121,3.901372509
391,18679726,Texas Cafe,https://www.zomato.com/lucknow/texas-cafe-aashiana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Uthrathia Bazar, Near Sardar Patel Dental College,Beside Liberty Showroom Rai Bareilly Road,Lucknow",Lucknow,Aashiana,Cafe,11 AM to 10:30 PM,250,"['Dinner', 'Cash', 'Credit Card', 'No Alcohol Available', 'Delivery', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted']",3.5,101,3.700514052
392,18418455,The Coffee Castle,https://www.zomato.com/lucknow/the-coffee-castle-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Engineering College Chauraha above Domino&#39;s pizza Aliganj Jankipuram , Lucknow",Lucknow,Aliganj,Cafe,9am – 10pm (Mon-Sun),400,"['Cash', 'No Alcohol Available', 'Lunch', 'Debit Card', 'Delivery', 'Takeaway Available', 'Dinner', 'Credit Card', 'Pure Veg', 'Air Conditioned', 'Indoor Seating', 'Outdoor Seating', 'Digital Payments Accepted']",3.7,102,3.800511507
393,18935432,Wamesh Cafe,https://www.zomato.com/lucknow/wamesh-cafe-kaiserbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 8 & 9, Upper Ground Floor, Galaxy Apartments, Maulviganj, Wazirganj, Kaiserbagh, Lucknow",Lucknow,Kaiserbagh,"Chinese, Fast Food","12noon – 12midnight (Mon, Tue, Wed, Thu, Sat, Sun), 3pm – 12midnight (Fri)",100,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted']",3.9,109,3.901451313
394,18700924,Bala Ji Ka Dhaba,https://www.zomato.com/lucknow/bala-ji-ka-dhaba-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Bus Stand, Kanpur Road, Alambagh, Lucknow",Lucknow,Alambagh,North Indian,11 AM to 11 PM,250,"['Cash', 'Dinner', 'Takeaway Available', 'Lunch', 'No Alcohol Available', 'Indoor Seating']",3.8,326,3.824186208
395,800605,New Gyani Ji Ka Dhaba,https://www.zomato.com/lucknow/new-gyani-ji-ka-dhaba-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"122, Hind Nagar Mod, Purani Chungi, Kanpur Road, Alambagh, Lucknow",Lucknow,Alambagh,North Indian,11:30 AM to 11:30 PM (Mon-Sun),250,"['Credit Card', 'Dinner', 'Takeaway Available', 'No Alcohol Available', 'Cash', 'Lunch', 'Debit Card', 'Air Conditioned', 'Indoor Seating']",4,478,3.983223745
396,800271,Balaji Bhojnalay,https://www.zomato.com/lucknow/balaji-bhojnalay-charbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Mohan Hotel, Gautam Budh Marg, Charbagh, Lucknow",Lucknow,Charbagh,"North Indian, Chinese","12Midnight to 1AM, 8AM to 12Midnight (Mon-Sun)",100,"['Lunch', 'Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.9,185,3.901064296
397,18700394,Zakir Restaurant,https://www.zomato.com/lucknow/zakir-restaurant-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop.2, Awadh Plaza Tedhi Pulia Chauraha, Aliganj, Lucknow",Lucknow,Aliganj,"Mughlai, North Indian",11 AM to 11 PM,250,"['Delivery', 'Cash', 'Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Indoor Seating']",3.7,185,3.771239735
398,18785714,Shree Ram Ram Restaurant,https://www.zomato.com/lucknow/shree-ram-ram-restaurant-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Arjunganj, Near Sahid Path, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,North Indian,11 AM to 12 Midnight,125,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating']",3.7,117,3.793563707
399,801435,Nageshwar  Veg Food Point,https://www.zomato.com/lucknow/nageshwar-veg-food-point-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Kailash Plaza, Behind Puraniya, Aliganj, Lucknow",Lucknow,Aliganj,North Indian,10 AM to 11 PM (Mon-Sun),150,"['Takeaway Available', 'Cash', 'Lunch', 'Dinner', 'Indoor Seating', 'Pure Veg']",3.6,159,3.717001253
400,800163,Gaurav Fast Food & Bhojanalaya,https://www.zomato.com/lucknow/gaurav-fast-food-bhojanalaya-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Santoshi Mata Mandir, Kasturba Market, Chowk, Lucknow",Lucknow,Chowk,"North Indian, Chinese, South Indian, Momos",12 Noon to 12 Midnight (Mon-Sun),150,"['Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating', 'Pure Veg']",3.8,180,3.836797587
401,801411,Om Sai Bhojnalay,https://www.zomato.com/lucknow/om-sai-bhojnalay-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sector A, Aliganj, Lucknow",Lucknow,Aliganj,North Indian,10 AM to 10 PM (Mon-Sun),125,"['Dinner', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Pure Veg']",3.5,128,3.676768967
402,801488,Vaishnavi Veg Point,https://www.zomato.com/lucknow/vaishnavi-veg-point-rajajipuram?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Tempo Stand, Rajajipuram, Lucknow",Lucknow,Rajajipuram,North Indian,11 AM to 2 AM,150,"['Takeaway Available', 'Lunch', 'No Alcohol Available', 'Dinner', 'Cash', 'Pure Veg', 'Air Conditioned', 'Indoor Seating']",3.7,105,3.799040607
403,800065,Aman Bhojnalay And Fast Food,https://www.zomato.com/lucknow/aman-bhojnalay-and-fast-food-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Santoshi Mata Mandir, Kasturba Market, Chowk, Lucknow",Lucknow,Chowk,"North Indian, South Indian, Chinese",11 AM to 12 Midnight (Mon-Sun),150,"['Takeaway Available', 'No Alcohol Available', 'Lunch', 'Dinner', 'Cash', 'Indoor Seating', 'Pure Veg']",3.7,105,3.799040607
404,800275,Raj Sweet House,https://www.zomato.com/lucknow/raj-sweet-house-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"553/134, Tehri Pulia, Kanpur Road, Alambagh, Lucknow",Lucknow,Alambagh,"Mithai, Street Food",7 AM to 12 Midnight (Mon-Sun),125,"['Cash', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4,351,3.978499611
405,800489,Raj Luxmi,https://www.zomato.com/lucknow/raj-luxmi-aashiana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Brij Palace, Ashiana Power House Chauraha, Aashiana, Lucknow",Lucknow,Aashiana,"Mithai, South Indian, Chinese, Fast Food",11 AM to 11 PM,150,"['Credit Card', 'Lunch', 'Delivery', 'Cash', 'Debit Card', 'Dinner', 'No Alcohol Available', 'Takeaway Available', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",3.9,335,3.900697298
406,800620,Ram Asrey,https://www.zomato.com/lucknow/ram-asrey-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"43/48, Nawal Kishore Road, Near Leela Theatre, Hazratganj, Lucknow",Lucknow,Hazratganj,"Mithai, Fast Food, Desserts",8am – 10pm (Mon-Sun),175,"['Credit Card', 'Breakfast', 'Delivery', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Debit Card', 'Air Conditioned', 'Indoor Seating', 'Desserts and Bakes', 'Pure Veg', 'Free Parking']",4.1,202,4.03477922
407,801030,Radhey Lal Premium Sweets,https://www.zomato.com/lucknow/radhey-lal-premium-sweets-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"AB 7, Kasturba Market, Chowk, Lucknow",Lucknow,Chowk,"Chinese, South Indian, Street Food, Desserts","8:20am – 11:58pm (Mon, Wed), 8:20am – 12midnight (Tue),8:15am – 11:58pm (Thu, Sat, Sun), 8:15am – 12midnight (Fri)",150,"['Lunch', 'Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Pure Veg']",3.8,304,3.825503278
408,800153,Manoranjan Sweet House,https://www.zomato.com/lucknow/manoranjan-sweet-house-charbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"22, Naka Road, Charbagh, Lucknow",Lucknow,Charbagh,"North Indian, South Indian, Street Food, Desserts",6 AM to 11 PM (Mon-Sun),125,"['Cash', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Lunch', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",3.9,312,3.900736224
409,18789740,Siyaram Sweets,https://www.zomato.com/lucknow/siyaram-sweets-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/463, Vishal Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Mithai, Street Food",8 AM to 10 PM,100,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",3.9,193,3.901035237
410,801627,Classic Radhey Sweets,https://www.zomato.com/lucknow/classic-radhey-sweets-mahanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M 28, Ground Floor, Gole Market, Classic Chauraha, Mahanagar, Lucknow",Lucknow,Mahanagar,"Mithai, Fast Food, Desserts",8am – 11pm (Mon-Sun),250,"['Lunch', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4,255,3.972685421
411,800577,Shivom Mithai Shop,https://www.zomato.com/lucknow/shivom-mithai-shop-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite United Bank, Talkatora Road, Alambagh, Lucknow",Lucknow,Alambagh,"Desserts, Street Food",9 AM to 10:30 PM (Mon-Sun),150,"['Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",4,163,3.963130511
412,800685,Kanchan Sweets & Pasteries,https://www.zomato.com/lucknow/kanchan-sweets-pasteries-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"S-101, Neelgiri Complex, A-Block, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Desserts, Street Food, Bakery",8:30am – 10pm (Mon-Sun),125,"['No Seating Available', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Cash', 'Debit Card', 'Air Conditioned', 'Desserts and Bakes', 'Pure Veg']",4,139,3.959428136
