"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"1016","2003","5","Karnataka","Udupi","2525.0","46.0","25.47","20.73","1230.0","22.4","12.41","10.1","1732.0","31.6","17.47","14.22","5487.0","55.35","45.06"
"1016","2004","5","Karnataka","Udupi","2722.0","43.4","27.25","22.29","1369.0","21.8","13.7","11.21","2187.0","34.8","21.89","17.91","6278.0","62.84","51.4"
"1016","2005","5","Karnataka","Udupi","3037.0","29.5","30.31","24.61","1820.0","17.7","18.16","14.75","5430.0","52.8","54.19","44.0","10287.0","102.66","83.36"
"1016","2006","5","Karnataka","Udupi","3524.0","47.3","35.23","28.59","1734.0","23.3","17.34","14.07","2197.0","29.5","21.97","17.83","7455.0","74.54","60.49"
"1016","2007","5","Karnataka","Udupi","2789.0","45.0","27.65","22.69","1412.0","22.8","14.0","11.49","1994.0","32.2","19.77","16.22","6195.0","61.41","50.39"
"1016","2008","5","Karnataka","Udupi","3051.0","44.7","30.11","24.71","1675.0","24.6","16.53","13.57","2092.0","30.7","20.65","16.94","6818.0","67.29","55.22"
"1016","2009","5","Karnataka","Udupi","3141.0","44.8","31.47","26.4","1756.0","25.1","17.59","14.76","2112.0","30.1","21.16","17.75","7009.0","70.22","58.9"
"1016","2010","5","Karnataka","Udupi","3463.0","49.5","34.73","29.33","1775.0","25.3","17.8","15.03","1764.0","25.2","17.69","14.94","7002.0","70.22","59.3"
"1016","2011","5","Karnataka","Udupi","2959.0","47.2","29.55","25.1","1572.0","25.1","15.7","13.34","1733.0","27.7","17.31","14.7","6264.0","62.56","53.14"
"1016","2012","5","Karnataka","Udupi","3105.0","53.4","31.82","27.55","1184.0","20.4","12.13","10.51","1528.0","26.3","15.66","13.56","5817.0","59.61","51.62"
"1016","2013","5","Karnataka","Udupi","2785.0","51.6","28.28","24.58","1272.0","23.6","12.92","11.23","1339.0","24.8","13.6","11.82","5396.0","54.79","47.63"
"1016","2014","5","Karnataka","Udupi","3257.0","49.1","33.59","29.21","1506.0","22.7","15.53","13.51","1868.0","28.2","19.26","16.75","6631.0","68.38","59.47"
"1016","2015","5","Karnataka","Udupi","2767.0","47.6","28.28","24.81","1362.0","23.4","13.92","12.21","1684.0","29.0","17.21","15.1","5813.0","59.4","52.12"
"1016","2016","5","Karnataka","Udupi","2857.0","46.5","29.32","26.5","1412.0","23.0","14.49","13.09","1879.0","30.6","19.28","17.43","6148.0","63.09","57.02"
"1016","2017","5","Karnataka","Udupi","2501.0","45.8","25.57","23.08","1252.0","22.9","12.8","11.56","1709.0","31.3","17.47","15.77","5462.0","55.83","50.41"
"2004","2007","5","Karnataka","Ramanagaram","2403.0","81.2","15.12","14.69","277.0","9.4","1.74","1.69","280.0","9.5","1.76","1.71","2960.0","18.62","18.09"
"2004","2008","5","Karnataka","Ramanagaram","6855.0","67.8","41.04","39.77","2048.0","20.3","12.26","11.88","1201.0","11.9","7.19","6.97","10104.0","60.48","58.61"
"2004","2009","5","Karnataka","Ramanagaram","7498.0","66.9","44.35","43.02","2771.0","24.7","16.39","15.9","943.0","8.4","5.58","5.41","11212.0","66.32","64.33"
"2004","2010","5","Karnataka","Ramanagaram","7610.0","71.9","44.98","43.35","1951.0","18.4","11.53","11.11","1024.0","9.7","6.05","5.83","10585.0","62.56","60.3"
"2004","2011","5","Karnataka","Ramanagaram","7788.0","80.8","47.4","46.08","1316.0","13.7","8.01","7.79","534.0","5.5","3.25","3.16","9638.0","58.66","57.03"
"2004","2012","5","Karnataka","Ramanagaram","7692.0","76.0","53.41","51.97","1600.0","15.8","11.11","10.81","826.0","8.2","5.73","5.58","10118.0","70.25","68.36"
"2004","2013","5","Karnataka","Ramanagaram","8440.0","81.9","51.16","49.69","1322.0","12.8","8.01","7.78","538.0","5.2","3.26","3.17","10300.0","62.44","60.65"
"2004","2014","5","Karnataka","Ramanagaram","7245.0","73.9","47.15","45.11","1251.0","12.8","8.14","7.79","1311.0","13.4","8.53","8.16","9807.0","63.82","61.06"
"2004","2015","5","Karnataka","Ramanagaram","8376.0","80.2","52.2","48.67","1115.0","10.7","6.95","6.48","953.0","9.1","5.94","5.54","10444.0","65.09","60.69"
"2004","2016","5","Karnataka","Ramanagaram","9757.0","80.4","64.63","60.11","1593.0","13.1","10.55","9.81","789.0","6.5","5.23","4.86","12139.0","80.41","74.78"
"2004","2017","5","Karnataka","Ramanagaram","13801.0","85.8","85.73","80.09","1566.0","9.7","9.73","9.09","716.0","4.5","4.45","4.15","16083.0","99.91","93.33"
"2005","2007","5","Karnataka","Chikkaballapur","6309.0","44.4","36.96","36.21","2634.0","18.5","15.43","15.12","5260.0","37.0","30.81","30.19","14203.0","83.2","81.53"
"2005","2008","5","Karnataka","Chikkaballapur","17226.0","48.9","93.31","90.73","11438.0","32.5","61.96","60.25","6548.0","18.6","35.47","34.49","35212.0","190.74","185.47"
"2005","2009","5","Karnataka","Chikkaballapur","18212.0","44.4","107.46","104.52","15059.0","36.7","88.86","86.42","7706.0","18.8","45.47","44.22","40977.0","241.8","235.16"
"2005","2010","5","Karnataka","Chikkaballapur","19816.0","42.3","102.62","92.22","18021.0","38.5","93.32","83.87","9003.0","19.2","46.62","41.9","46840.0","242.56","217.98"
"2005","2011","5","Karnataka","Chikkaballapur","22108.0","49.8","107.6","102.6","16670.0","37.6","81.13","77.36","5582.0","12.6","27.17","25.9","44360.0","215.9","205.87"
"2005","2012","5","Karnataka","Chikkaballapur","17984.0","55.2","115.0","82.47","10398.0","31.9","66.49","47.68","4174.0","12.8","26.69","19.14","32556.0","208.19","149.29"
"2005","2013","5","Karnataka","Chikkaballapur","18917.0","56.5","98.91","89.88","10589.0","31.6","55.37","50.31","4000.0","11.9","20.92","19.0","33506.0","175.19","159.19"
"2005","2014","5","Karnataka","Chikkaballapur","15229.0","55.3","77.05","71.51","8592.0","31.2","43.47","40.34","3698.0","13.4","18.71","17.36","27519.0","139.22","129.22"
"2005","2015","5","Karnataka","Chikkaballapur","19051.0","56.9","97.95","87.83","10482.0","31.3","53.89","48.33","3952.0","11.8","20.32","18.22","33485.0","172.16","154.38"
"2005","2016","5","Karnataka","Chikkaballapur","14398.0","50.8","71.03","67.47","10512.0","37.1","51.86","49.26","3447.0","12.2","17.01","16.15","28357.0","139.89","132.88"
"2005","2017","5","Karnataka","Chikkaballapur","15757.0","53.0","79.05","71.01","10128.0","34.1","50.81","45.65","3825.0","12.9","19.19","17.24","29710.0","149.06","133.9"
"2025","2010","5","Karnataka","Yadagiri","16513.0","72.0","51.29","40.2","5588.0","24.4","17.36","13.6","833.0","3.6","2.59","2.03","22934.0","71.24","55.83"
"2025","2011","5","Karnataka","Yadagiri","23761.0","55.5","78.28","63.48","16695.0","39.0","55.0","44.6","2370.0","5.5","7.81","6.33","42826.0","141.1","114.41"
"2025","2012","5","Karnataka","Yadagiri","28062.0","62.3","96.49","78.2","11818.0","26.3","40.64","32.93","5139.0","11.4","17.67","14.32","45019.0","154.79","125.45"
"2025","2013","5","Karnataka","Yadagiri","35973.0","58.2","105.96","85.97","18761.0","30.4","55.26","44.83","7025.0","11.4","20.69","16.79","61759.0","181.92","147.59"
"2025","2014","5","Karnataka","Yadagiri","41236.0","53.5","137.66","110.37","25754.0","33.4","85.98","68.93","10081.0","13.1","33.65","26.98","77071.0","257.3","206.28"
"2025","2015","5","Karnataka","Yadagiri","38733.0","57.7","117.74","95.25","22249.0","33.2","67.63","54.71","6131.0","9.1","18.64","15.08","67113.0","204.02","165.04"
"2025","2016","5","Karnataka","Yadagiri","50334.0","55.1","150.15","124.93","31901.0","34.9","95.16","79.18","9154.0","10.0","27.31","22.72","91389.0","272.62","226.83"
"2025","2017","5","Karnataka","Yadagiri","50833.0","55.8","162.19","130.87","30981.0","34.0","98.85","79.76","9253.0","10.2","29.52","23.82","91067.0","290.56","234.44"
