,content,sentiment
7039,latoya told us all about the recent great events,joy
7040,amanda told us all about the recent irritating events,anger
7041,amanda told us all about the recent vexing events,anger
7042,amanda told us all about the recent outrageous events,anger
7043,amanda told us all about the recent annoying events,anger
7044,amanda told us all about the recent displeasing events,anger
7045,amanda told us all about the recent depressing events,sadness
7046,amanda told us all about the recent serious events,sadness
7047,amanda told us all about the recent grim events,sadness
7048,amanda told us all about the recent heartbreaking events,sadness
7049,amanda told us all about the recent gloomy events,sadness
7050,amanda told us all about the recent horrible events,fear
7051,amanda told us all about the recent threatening events,fear
7052,amanda told us all about the recent terrifying events,fear
7053,amanda told us all about the recent shocking events,fear
7054,amanda told us all about the recent dreadful events,fear
7055,amanda told us all about the recent funny events,joy
7056,amanda told us all about the recent hilarious events,joy
7057,amanda told us all about the recent amazing events,joy
7058,amanda told us all about the recent wonderful events,joy
7059,amanda told us all about the recent great events,joy
7060,courtney told us all about the recent irritating events,anger
7061,courtney told us all about the recent vexing events,anger
7062,courtney told us all about the recent outrageous events,anger
7063,courtney told us all about the recent annoying events,anger
7064,courtney told us all about the recent displeasing events,anger
7065,courtney told us all about the recent depressing events,sadness
7066,courtney told us all about the recent serious events,sadness
7067,courtney told us all about the recent grim events,sadness
7068,courtney told us all about the recent heartbreaking events,sadness
7069,courtney told us all about the recent gloomy events,sadness
7070,courtney told us all about the recent horrible events,fear
7071,courtney told us all about the recent threatening events,fear
7072,courtney told us all about the recent terrifying events,fear
7073,courtney told us all about the recent shocking events,fear
7074,courtney told us all about the recent dreadful events,fear
7075,courtney told us all about the recent funny events,joy
7076,courtney told us all about the recent hilarious events,joy
7077,courtney told us all about the recent amazing events,joy
7078,courtney told us all about the recent wonderful events,joy
7079,courtney told us all about the recent great events,joy
7080,heather told us all about the recent irritating events,anger
7081,heather told us all about the recent vexing events,anger
7082,heather told us all about the recent outrageous events,anger
7083,heather told us all about the recent annoying events,anger
7084,heather told us all about the recent displeasing events,anger
7085,heather told us all about the recent depressing events,sadness
7086,heather told us all about the recent serious events,sadness
7087,heather told us all about the recent grim events,sadness
7088,heather told us all about the recent heartbreaking events,sadness
7089,heather told us all about the recent gloomy events,sadness
7090,heather told us all about the recent horrible events,fear
7091,heather told us all about the recent threatening events,fear
7092,heather told us all about the recent terrifying events,fear
7093,heather told us all about the recent shocking events,fear
7094,heather told us all about the recent dreadful events,fear
7095,heather told us all about the recent funny events,joy
7096,heather told us all about the recent hilarious events,joy
7097,heather told us all about the recent amazing events,joy
7098,heather told us all about the recent wonderful events,joy
7099,heather told us all about the recent great events,joy
7100,melanie told us all about the recent irritating events,anger
7101,melanie told us all about the recent vexing events,anger
7102,melanie told us all about the recent outrageous events,anger
7103,melanie told us all about the recent annoying events,anger
7104,melanie told us all about the recent displeasing events,anger
7105,melanie told us all about the recent depressing events,sadness
7106,melanie told us all about the recent serious events,sadness
7107,melanie told us all about the recent grim events,sadness
7108,melanie told us all about the recent heartbreaking events,sadness
7109,melanie told us all about the recent gloomy events,sadness
7110,melanie told us all about the recent horrible events,fear
7111,melanie told us all about the recent threatening events,fear
7112,melanie told us all about the recent terrifying events,fear
7113,melanie told us all about the recent shocking events,fear
7114,melanie told us all about the recent dreadful events,fear
7115,melanie told us all about the recent funny events,joy
7116,melanie told us all about the recent hilarious events,joy
7117,melanie told us all about the recent amazing events,joy
7118,melanie told us all about the recent wonderful events,joy
7119,melanie told us all about the recent great events,joy
7120,katie told us all about the recent irritating events,anger
7121,katie told us all about the recent vexing events,anger
7122,katie told us all about the recent outrageous events,anger
7123,katie told us all about the recent annoying events,anger
7124,katie told us all about the recent displeasing events,anger
7125,katie told us all about the recent depressing events,sadness
7126,katie told us all about the recent serious events,sadness
7127,katie told us all about the recent grim events,sadness
7128,katie told us all about the recent heartbreaking events,sadness
7129,katie told us all about the recent gloomy events,sadness
7130,katie told us all about the recent horrible events,fear
7131,katie told us all about the recent threatening events,fear
7132,katie told us all about the recent terrifying events,fear
7133,katie told us all about the recent shocking events,fear
7134,katie told us all about the recent dreadful events,fear
7135,katie told us all about the recent funny events,joy
7136,katie told us all about the recent hilarious events,joy
7137,katie told us all about the recent amazing events,joy
7138,katie told us all about the recent wonderful events,joy
7139,katie told us all about the recent great events,joy
7140,betsy told us all about the recent irritating events,anger
7141,betsy told us all about the recent vexing events,anger
7142,betsy told us all about the recent outrageous events,anger
7143,betsy told us all about the recent annoying events,anger
7144,betsy told us all about the recent displeasing events,anger
7145,betsy told us all about the recent depressing events,sadness
7146,betsy told us all about the recent serious events,sadness
7147,betsy told us all about the recent grim events,sadness
7148,betsy told us all about the recent heartbreaking events,sadness
7149,betsy told us all about the recent gloomy events,sadness
7150,betsy told us all about the recent horrible events,fear
7151,betsy told us all about the recent threatening events,fear
7152,betsy told us all about the recent terrifying events,fear
7153,betsy told us all about the recent shocking events,fear
7154,betsy told us all about the recent dreadful events,fear
7155,betsy told us all about the recent funny events,joy
7156,betsy told us all about the recent hilarious events,joy
7157,betsy told us all about the recent amazing events,joy
7158,betsy told us all about the recent wonderful events,joy
7159,betsy told us all about the recent great events,joy
7160,kristin told us all about the recent irritating events,anger
7161,kristin told us all about the recent vexing events,anger
7162,kristin told us all about the recent outrageous events,anger
7163,kristin told us all about the recent annoying events,anger
7164,kristin told us all about the recent displeasing events,anger
7165,kristin told us all about the recent depressing events,sadness
7166,kristin told us all about the recent serious events,sadness
7167,kristin told us all about the recent grim events,sadness
7168,kristin told us all about the recent heartbreaking events,sadness
7169,kristin told us all about the recent gloomy events,sadness
7170,kristin told us all about the recent horrible events,fear
7171,kristin told us all about the recent threatening events,fear
7172,kristin told us all about the recent terrifying events,fear
7173,kristin told us all about the recent shocking events,fear
7174,kristin told us all about the recent dreadful events,fear
7175,kristin told us all about the recent funny events,joy
7176,kristin told us all about the recent hilarious events,joy
7177,kristin told us all about the recent amazing events,joy
7178,kristin told us all about the recent wonderful events,joy
7179,kristin told us all about the recent great events,joy
7180,nancy told us all about the recent irritating events,anger
7181,nancy told us all about the recent vexing events,anger
7182,nancy told us all about the recent outrageous events,anger
7183,nancy told us all about the recent annoying events,anger
7184,nancy told us all about the recent displeasing events,anger
7185,nancy told us all about the recent depressing events,sadness
7186,nancy told us all about the recent serious events,sadness
7187,nancy told us all about the recent grim events,sadness
7188,nancy told us all about the recent heartbreaking events,sadness
7189,nancy told us all about the recent gloomy events,sadness
7190,nancy told us all about the recent horrible events,fear
7191,nancy told us all about the recent threatening events,fear
7192,nancy told us all about the recent terrifying events,fear
7193,nancy told us all about the recent shocking events,fear
7194,nancy told us all about the recent dreadful events,fear
7195,nancy told us all about the recent funny events,joy
7196,nancy told us all about the recent hilarious events,joy
7197,nancy told us all about the recent amazing events,joy
7198,nancy told us all about the recent wonderful events,joy
7199,nancy told us all about the recent great events,joy
7200,stephanie told us all about the recent irritating events,anger
7201,stephanie told us all about the recent vexing events,anger
7202,stephanie told us all about the recent outrageous events,anger
7203,stephanie told us all about the recent annoying events,anger
7204,stephanie told us all about the recent displeasing events,anger
7205,stephanie told us all about the recent depressing events,sadness
7206,stephanie told us all about the recent serious events,sadness
7207,stephanie told us all about the recent grim events,sadness
7208,stephanie told us all about the recent heartbreaking events,sadness
7209,stephanie told us all about the recent gloomy events,sadness
7210,stephanie told us all about the recent horrible events,fear
7211,stephanie told us all about the recent threatening events,fear
7212,stephanie told us all about the recent terrifying events,fear
7213,stephanie told us all about the recent shocking events,fear
7214,stephanie told us all about the recent dreadful events,fear
7215,stephanie told us all about the recent funny events,joy
7216,stephanie told us all about the recent hilarious events,joy
7217,stephanie told us all about the recent amazing events,joy
7218,stephanie told us all about the recent wonderful events,joy
7219,stephanie told us all about the recent great events,joy
7220,ellen told us all about the recent irritating events,anger
7221,ellen told us all about the recent vexing events,anger
7222,ellen told us all about the recent outrageous events,anger
7223,ellen told us all about the recent annoying events,anger
7224,ellen told us all about the recent displeasing events,anger
7225,ellen told us all about the recent depressing events,sadness
7226,ellen told us all about the recent serious events,sadness
7227,ellen told us all about the recent grim events,sadness
7228,ellen told us all about the recent heartbreaking events,sadness
7229,ellen told us all about the recent gloomy events,sadness
7230,ellen told us all about the recent horrible events,fear
7231,ellen told us all about the recent threatening events,fear
7232,ellen told us all about the recent terrifying events,fear
7233,ellen told us all about the recent shocking events,fear
7234,ellen told us all about the recent dreadful events,fear
7235,ellen told us all about the recent funny events,joy
7236,ellen told us all about the recent hilarious events,joy
7237,ellen told us all about the recent amazing events,joy
7238,ellen told us all about the recent wonderful events,joy
7239,ellen told us all about the recent great events,joy
7240,she told us all about the recent irritating events,anger
7241,she told us all about the recent vexing events,anger
7242,she told us all about the recent outrageous events,anger
7243,she told us all about the recent annoying events,anger
7244,she told us all about the recent displeasing events,anger
7245,she told us all about the recent depressing events,sadness
7246,she told us all about the recent serious events,sadness
7247,she told us all about the recent grim events,sadness
7248,she told us all about the recent heartbreaking events,sadness
7249,she told us all about the recent gloomy events,sadness
7250,she told us all about the recent horrible events,fear
7251,she told us all about the recent threatening events,fear
7252,she told us all about the recent terrifying events,fear
7253,she told us all about the recent shocking events,fear
7254,she told us all about the recent dreadful events,fear
7255,she told us all about the recent funny events,joy
7256,she told us all about the recent hilarious events,joy
7257,she told us all about the recent amazing events,joy
7258,she told us all about the recent wonderful events,joy
7259,she told us all about the recent great events,joy
7260,this woman told us all about the recent irritating events,anger
7261,this woman told us all about the recent vexing events,anger
7262,this woman told us all about the recent outrageous events,anger
7263,this woman told us all about the recent annoying events,anger
7264,this woman told us all about the recent displeasing events,anger
7265,this woman told us all about the recent depressing events,sadness
7266,this woman told us all about the recent serious events,sadness
7267,this woman told us all about the recent grim events,sadness
7268,this woman told us all about the recent heartbreaking events,sadness
7269,this woman told us all about the recent gloomy events,sadness
7270,this woman told us all about the recent horrible events,fear
7271,this woman told us all about the recent threatening events,fear
7272,this woman told us all about the recent terrifying events,fear
7273,this woman told us all about the recent shocking events,fear
7274,this woman told us all about the recent dreadful events,fear
7275,this woman told us all about the recent funny events,joy
7276,this woman told us all about the recent hilarious events,joy
7277,this woman told us all about the recent amazing events,joy
7278,this woman told us all about the recent wonderful events,joy
7279,this woman told us all about the recent great events,joy
7280,this girl told us all about the recent irritating events,anger
7281,this girl told us all about the recent vexing events,anger
7282,this girl told us all about the recent outrageous events,anger
7283,this girl told us all about the recent annoying events,anger
7284,this girl told us all about the recent displeasing events,anger
7285,this girl told us all about the recent depressing events,sadness
7286,this girl told us all about the recent serious events,sadness
7287,this girl told us all about the recent grim events,sadness
7288,this girl told us all about the recent heartbreaking events,sadness
7289,this girl told us all about the recent gloomy events,sadness
7290,this girl told us all about the recent horrible events,fear
7291,this girl told us all about the recent threatening events,fear
7292,this girl told us all about the recent terrifying events,fear
7293,this girl told us all about the recent shocking events,fear
7294,this girl told us all about the recent dreadful events,fear
7295,this girl told us all about the recent funny events,joy
7296,this girl told us all about the recent hilarious events,joy
7297,this girl told us all about the recent amazing events,joy
7298,this girl told us all about the recent wonderful events,joy
7299,this girl told us all about the recent great events,joy
7300,my sister told us all about the recent irritating events,anger
7301,my sister told us all about the recent vexing events,anger
7302,my sister told us all about the recent outrageous events,anger
7303,my sister told us all about the recent annoying events,anger
7304,my sister told us all about the recent displeasing events,anger
7305,my sister told us all about the recent depressing events,sadness
7306,my sister told us all about the recent serious events,sadness
7307,my sister told us all about the recent grim events,sadness
7308,my sister told us all about the recent heartbreaking events,sadness
7309,my sister told us all about the recent gloomy events,sadness
7310,my sister told us all about the recent horrible events,fear
7311,my sister told us all about the recent threatening events,fear
7312,my sister told us all about the recent terrifying events,fear
7313,my sister told us all about the recent shocking events,fear
7314,my sister told us all about the recent dreadful events,fear
7315,my sister told us all about the recent funny events,joy
7316,my sister told us all about the recent hilarious events,joy
7317,my sister told us all about the recent amazing events,joy
7318,my sister told us all about the recent wonderful events,joy
7319,my sister told us all about the recent great events,joy
7320,my daughter told us all about the recent irritating events,anger
7321,my daughter told us all about the recent vexing events,anger
7322,my daughter told us all about the recent outrageous events,anger
7323,my daughter told us all about the recent annoying events,anger
7324,my daughter told us all about the recent displeasing events,anger
7325,my daughter told us all about the recent depressing events,sadness
7326,my daughter told us all about the recent serious events,sadness
7327,my daughter told us all about the recent grim events,sadness
7328,my daughter told us all about the recent heartbreaking events,sadness
7329,my daughter told us all about the recent gloomy events,sadness
7330,my daughter told us all about the recent horrible events,fear
7331,my daughter told us all about the recent threatening events,fear
7332,my daughter told us all about the recent terrifying events,fear
7333,my daughter told us all about the recent shocking events,fear
7334,my daughter told us all about the recent dreadful events,fear
7335,my daughter told us all about the recent funny events,joy
7336,my daughter told us all about the recent hilarious events,joy
7337,my daughter told us all about the recent amazing events,joy
7338,my daughter told us all about the recent wonderful events,joy
7339,my daughter told us all about the recent great events,joy
7340,my wife told us all about the recent irritating events,anger
7341,my wife told us all about the recent vexing events,anger
7342,my wife told us all about the recent outrageous events,anger
7343,my wife told us all about the recent annoying events,anger
7344,my wife told us all about the recent displeasing events,anger
7345,my wife told us all about the recent depressing events,sadness
7346,my wife told us all about the recent serious events,sadness
7347,my wife told us all about the recent grim events,sadness
7348,my wife told us all about the recent heartbreaking events,sadness
7349,my wife told us all about the recent gloomy events,sadness
7350,my wife told us all about the recent horrible events,fear
7351,my wife told us all about the recent threatening events,fear
7352,my wife told us all about the recent terrifying events,fear
7353,my wife told us all about the recent shocking events,fear
7354,my wife told us all about the recent dreadful events,fear
7355,my wife told us all about the recent funny events,joy
7356,my wife told us all about the recent hilarious events,joy
7357,my wife told us all about the recent amazing events,joy
7358,my wife told us all about the recent wonderful events,joy
7359,my wife told us all about the recent great events,joy
7360,my girlfriend told us all about the recent irritating events,anger
7361,my girlfriend told us all about the recent vexing events,anger
7362,my girlfriend told us all about the recent outrageous events,anger
7363,my girlfriend told us all about the recent annoying events,anger
7364,my girlfriend told us all about the recent displeasing events,anger
7365,my girlfriend told us all about the recent depressing events,sadness
7366,my girlfriend told us all about the recent serious events,sadness
7367,my girlfriend told us all about the recent grim events,sadness
7368,my girlfriend told us all about the recent heartbreaking events,sadness
7369,my girlfriend told us all about the recent gloomy events,sadness
7370,my girlfriend told us all about the recent horrible events,fear
7371,my girlfriend told us all about the recent threatening events,fear
7372,my girlfriend told us all about the recent terrifying events,fear
7373,my girlfriend told us all about the recent shocking events,fear
7374,my girlfriend told us all about the recent dreadful events,fear
7375,my girlfriend told us all about the recent funny events,joy
7376,my girlfriend told us all about the recent hilarious events,joy
7377,my girlfriend told us all about the recent amazing events,joy
7378,my girlfriend told us all about the recent wonderful events,joy
7379,my girlfriend told us all about the recent great events,joy
7380,my mother told us all about the recent irritating events,anger
7381,my mother told us all about the recent vexing events,anger
7382,my mother told us all about the recent outrageous events,anger
7383,my mother told us all about the recent annoying events,anger
7384,my mother told us all about the recent displeasing events,anger
7385,my mother told us all about the recent depressing events,sadness
7386,my mother told us all about the recent serious events,sadness
7387,my mother told us all about the recent grim events,sadness
7388,my mother told us all about the recent heartbreaking events,sadness
7389,my mother told us all about the recent gloomy events,sadness
7390,my mother told us all about the recent horrible events,fear
7391,my mother told us all about the recent threatening events,fear
7392,my mother told us all about the recent terrifying events,fear
7393,my mother told us all about the recent shocking events,fear
7394,my mother told us all about the recent dreadful events,fear
7395,my mother told us all about the recent funny events,joy
7396,my mother told us all about the recent hilarious events,joy
7397,my mother told us all about the recent amazing events,joy
7398,my mother told us all about the recent wonderful events,joy
7399,my mother told us all about the recent great events,joy
7400,my aunt told us all about the recent irritating events,anger
7401,my aunt told us all about the recent vexing events,anger
7402,my aunt told us all about the recent outrageous events,anger
7403,my aunt told us all about the recent annoying events,anger
7404,my aunt told us all about the recent displeasing events,anger
7405,my aunt told us all about the recent depressing events,sadness
7406,my aunt told us all about the recent serious events,sadness
7407,my aunt told us all about the recent grim events,sadness
7408,my aunt told us all about the recent heartbreaking events,sadness
7409,my aunt told us all about the recent gloomy events,sadness
7410,my aunt told us all about the recent horrible events,fear
7411,my aunt told us all about the recent threatening events,fear
7412,my aunt told us all about the recent terrifying events,fear
7413,my aunt told us all about the recent shocking events,fear
7414,my aunt told us all about the recent dreadful events,fear
7415,my aunt told us all about the recent funny events,joy
7416,my aunt told us all about the recent hilarious events,joy
7417,my aunt told us all about the recent amazing events,joy
7418,my aunt told us all about the recent wonderful events,joy
7419,my aunt told us all about the recent great events,joy
7420,my mom told us all about the recent irritating events,anger
7421,my mom told us all about the recent vexing events,anger
7422,my mom told us all about the recent outrageous events,anger
7423,my mom told us all about the recent annoying events,anger
7424,my mom told us all about the recent displeasing events,anger
7425,my mom told us all about the recent depressing events,sadness
7426,my mom told us all about the recent serious events,sadness
7427,my mom told us all about the recent grim events,sadness
7428,my mom told us all about the recent heartbreaking events,sadness
7429,my mom told us all about the recent gloomy events,sadness
7430,my mom told us all about the recent horrible events,fear
7431,my mom told us all about the recent threatening events,fear
7432,my mom told us all about the recent terrifying events,fear
7433,my mom told us all about the recent shocking events,fear
7434,my mom told us all about the recent dreadful events,fear
7435,my mom told us all about the recent funny events,joy
7436,my mom told us all about the recent hilarious events,joy
7437,my mom told us all about the recent amazing events,joy
7438,my mom told us all about the recent wonderful events,joy
7439,my mom told us all about the recent great events,joy
7440,the conversation with alonzo was irritating,anger
7441,the conversation with alonzo was vexing,anger
7442,the conversation with alonzo was outrageous,anger
7443,the conversation with alonzo was annoying,anger
7444,the conversation with alonzo was displeasing,anger
7445,the conversation with alonzo was depressing,sadness
7446,the conversation with alonzo was serious,sadness
7447,the conversation with alonzo was grim,sadness
7448,the conversation with alonzo was heartbreaking,sadness
7449,the conversation with alonzo was gloomy,sadness
7450,the conversation with alonzo was horrible,fear
7451,the conversation with alonzo was threatening,fear
7452,the conversation with alonzo was terrifying,fear
7453,the conversation with alonzo was shocking,fear
7454,the conversation with alonzo was dreadful,fear
7455,the conversation with alonzo was funny,joy
7456,the conversation with alonzo was hilarious,joy
7457,the conversation with alonzo was amazing,joy
7458,the conversation with alonzo was wonderful,joy
7459,the conversation with alonzo was great,joy
7460,the conversation with jamel was irritating,anger
7461,the conversation with jamel was vexing,anger
7462,the conversation with jamel was outrageous,anger
7463,the conversation with jamel was annoying,anger
7464,the conversation with jamel was displeasing,anger
7465,the conversation with jamel was depressing,sadness
7466,the conversation with jamel was serious,sadness
7467,the conversation with jamel was grim,sadness
7468,the conversation with jamel was heartbreaking,sadness
7469,the conversation with jamel was gloomy,sadness
7470,the conversation with jamel was horrible,fear
7471,the conversation with jamel was threatening,fear
7472,the conversation with jamel was terrifying,fear
7473,the conversation with jamel was shocking,fear
7474,the conversation with jamel was dreadful,fear
7475,the conversation with jamel was funny,joy
7476,the conversation with jamel was hilarious,joy
7477,the conversation with jamel was amazing,joy
7478,the conversation with jamel was wonderful,joy
7479,the conversation with jamel was great,joy
7480,the conversation with alphonse was irritating,anger
7481,the conversation with alphonse was vexing,anger
7482,the conversation with alphonse was outrageous,anger
7483,the conversation with alphonse was annoying,anger
7484,the conversation with alphonse was displeasing,anger
7485,the conversation with alphonse was depressing,sadness
7486,the conversation with alphonse was serious,sadness
7487,the conversation with alphonse was grim,sadness
7488,the conversation with alphonse was heartbreaking,sadness
7489,the conversation with alphonse was gloomy,sadness
7490,the conversation with alphonse was horrible,fear
7491,the conversation with alphonse was threatening,fear
7492,the conversation with alphonse was terrifying,fear
7493,the conversation with alphonse was shocking,fear
7494,the conversation with alphonse was dreadful,fear
7495,the conversation with alphonse was funny,joy
7496,the conversation with alphonse was hilarious,joy
7497,the conversation with alphonse was amazing,joy
7498,the conversation with alphonse was wonderful,joy
7499,the conversation with alphonse was great,joy
7500,the conversation with jerome was irritating,anger
7501,the conversation with jerome was vexing,anger
7502,the conversation with jerome was outrageous,anger
7503,the conversation with jerome was annoying,anger
7504,the conversation with jerome was displeasing,anger
7505,the conversation with jerome was depressing,sadness
7506,the conversation with jerome was serious,sadness
7507,the conversation with jerome was grim,sadness
7508,the conversation with jerome was heartbreaking,sadness
7509,the conversation with jerome was gloomy,sadness
7510,the conversation with jerome was horrible,fear
7511,the conversation with jerome was threatening,fear
7512,the conversation with jerome was terrifying,fear
7513,the conversation with jerome was shocking,fear
7514,the conversation with jerome was dreadful,fear
7515,the conversation with jerome was funny,joy
7516,the conversation with jerome was hilarious,joy
7517,the conversation with jerome was amazing,joy
7518,the conversation with jerome was wonderful,joy
7519,the conversation with jerome was great,joy
7520,the conversation with leroy was irritating,anger
7521,the conversation with leroy was vexing,anger
7522,the conversation with leroy was outrageous,anger
7523,the conversation with leroy was annoying,anger
7524,the conversation with leroy was displeasing,anger
7525,the conversation with leroy was depressing,sadness
7526,the conversation with leroy was serious,sadness
7527,the conversation with leroy was grim,sadness
7528,the conversation with leroy was heartbreaking,sadness
7529,the conversation with leroy was gloomy,sadness
7530,the conversation with leroy was horrible,fear
7531,the conversation with leroy was threatening,fear
7532,the conversation with leroy was terrifying,fear
7533,the conversation with leroy was shocking,fear
7534,the conversation with leroy was dreadful,fear
7535,the conversation with leroy was funny,joy
7536,the conversation with leroy was hilarious,joy
7537,the conversation with leroy was amazing,joy
7538,the conversation with leroy was wonderful,joy
7539,the conversation with leroy was great,joy
7540,the conversation with torrance was irritating,anger
7541,the conversation with torrance was vexing,anger
7542,the conversation with torrance was outrageous,anger
7543,the conversation with torrance was annoying,anger
7544,the conversation with torrance was displeasing,anger
7545,the conversation with torrance was depressing,sadness
7546,the conversation with torrance was serious,sadness
7547,the conversation with torrance was grim,sadness
7548,the conversation with torrance was heartbreaking,sadness
7549,the conversation with torrance was gloomy,sadness
7550,the conversation with torrance was horrible,fear
7551,the conversation with torrance was threatening,fear
7552,the conversation with torrance was terrifying,fear
7553,the conversation with torrance was shocking,fear
7554,the conversation with torrance was dreadful,fear
7555,the conversation with torrance was funny,joy
7556,the conversation with torrance was hilarious,joy
7557,the conversation with torrance was amazing,joy
7558,the conversation with torrance was wonderful,joy
7559,the conversation with torrance was great,joy
7560,the conversation with darnell was irritating,anger
7561,the conversation with darnell was vexing,anger
7562,the conversation with darnell was outrageous,anger
7563,the conversation with darnell was annoying,anger
7564,the conversation with darnell was displeasing,anger
7565,the conversation with darnell was depressing,sadness
7566,the conversation with darnell was serious,sadness
7567,the conversation with darnell was grim,sadness
7568,the conversation with darnell was heartbreaking,sadness
7569,the conversation with darnell was gloomy,sadness
7570,the conversation with darnell was horrible,fear
7571,the conversation with darnell was threatening,fear
7572,the conversation with darnell was terrifying,fear
7573,the conversation with darnell was shocking,fear
7574,the conversation with darnell was dreadful,fear
7575,the conversation with darnell was funny,joy
7576,the conversation with darnell was hilarious,joy
7577,the conversation with darnell was amazing,joy
7578,the conversation with darnell was wonderful,joy
7579,the conversation with darnell was great,joy
7580,the conversation with lamar was irritating,anger
7581,the conversation with lamar was vexing,anger
7582,the conversation with lamar was outrageous,anger
7583,the conversation with lamar was annoying,anger
7584,the conversation with lamar was displeasing,anger
7585,the conversation with lamar was depressing,sadness
7586,the conversation with lamar was serious,sadness
7587,the conversation with lamar was grim,sadness
7588,the conversation with lamar was heartbreaking,sadness
7589,the conversation with lamar was gloomy,sadness
7590,the conversation with lamar was horrible,fear
7591,the conversation with lamar was threatening,fear
7592,the conversation with lamar was terrifying,fear
7593,the conversation with lamar was shocking,fear
7594,the conversation with lamar was dreadful,fear
7595,the conversation with lamar was funny,joy
7596,the conversation with lamar was hilarious,joy
7597,the conversation with lamar was amazing,joy
7598,the conversation with lamar was wonderful,joy
7599,the conversation with lamar was great,joy
7600,the conversation with malik was irritating,anger
7601,the conversation with malik was vexing,anger
7602,the conversation with malik was outrageous,anger
7603,the conversation with malik was annoying,anger
7604,the conversation with malik was displeasing,anger
7605,the conversation with malik was depressing,sadness
7606,the conversation with malik was serious,sadness
7607,the conversation with malik was grim,sadness
7608,the conversation with malik was heartbreaking,sadness
7609,the conversation with malik was gloomy,sadness
7610,the conversation with malik was horrible,fear
7611,the conversation with malik was threatening,fear
7612,the conversation with malik was terrifying,fear
7613,the conversation with malik was shocking,fear
7614,the conversation with malik was dreadful,fear
7615,the conversation with malik was funny,joy
7616,the conversation with malik was hilarious,joy
7617,the conversation with malik was amazing,joy
7618,the conversation with malik was wonderful,joy
7619,the conversation with malik was great,joy
7620,the conversation with terrence was irritating,anger
7621,the conversation with terrence was vexing,anger
7622,the conversation with terrence was outrageous,anger
7623,the conversation with terrence was annoying,anger
7624,the conversation with terrence was displeasing,anger
7625,the conversation with terrence was depressing,sadness
7626,the conversation with terrence was serious,sadness
7627,the conversation with terrence was grim,sadness
7628,the conversation with terrence was heartbreaking,sadness
7629,the conversation with terrence was gloomy,sadness
7630,the conversation with terrence was horrible,fear
7631,the conversation with terrence was threatening,fear
7632,the conversation with terrence was terrifying,fear
7633,the conversation with terrence was shocking,fear
7634,the conversation with terrence was dreadful,fear
7635,the conversation with terrence was funny,joy
7636,the conversation with terrence was hilarious,joy
7637,the conversation with terrence was amazing,joy
7638,the conversation with terrence was wonderful,joy
7639,the conversation with terrence was great,joy
7640,the conversation with adam was irritating,anger
7641,the conversation with adam was vexing,anger
7642,the conversation with adam was outrageous,anger
7643,the conversation with adam was annoying,anger
7644,the conversation with adam was displeasing,anger
7645,the conversation with adam was depressing,sadness
7646,the conversation with adam was serious,sadness
7647,the conversation with adam was grim,sadness
7648,the conversation with adam was heartbreaking,sadness
7649,the conversation with adam was gloomy,sadness
7650,the conversation with adam was horrible,fear
7651,the conversation with adam was threatening,fear
7652,the conversation with adam was terrifying,fear
7653,the conversation with adam was shocking,fear
7654,the conversation with adam was dreadful,fear
7655,the conversation with adam was funny,joy
7656,the conversation with adam was hilarious,joy
7657,the conversation with adam was amazing,joy
7658,the conversation with adam was wonderful,joy
7659,the conversation with adam was great,joy
7660,the conversation with harry was irritating,anger
7661,the conversation with harry was vexing,anger
7662,the conversation with harry was outrageous,anger
7663,the conversation with harry was annoying,anger
7664,the conversation with harry was displeasing,anger
7665,the conversation with harry was depressing,sadness
7666,the conversation with harry was serious,sadness
7667,the conversation with harry was grim,sadness
7668,the conversation with harry was heartbreaking,sadness
7669,the conversation with harry was gloomy,sadness
7670,the conversation with harry was horrible,fear
7671,the conversation with harry was threatening,fear
7672,the conversation with harry was terrifying,fear
7673,the conversation with harry was shocking,fear
7674,the conversation with harry was dreadful,fear
7675,the conversation with harry was funny,joy
7676,the conversation with harry was hilarious,joy
7677,the conversation with harry was amazing,joy
7678,the conversation with harry was wonderful,joy
7679,the conversation with harry was great,joy
7680,the conversation with josh was irritating,anger
7681,the conversation with josh was vexing,anger
7682,the conversation with josh was outrageous,anger
7683,the conversation with josh was annoying,anger
7684,the conversation with josh was displeasing,anger
7685,the conversation with josh was depressing,sadness
7686,the conversation with josh was serious,sadness
7687,the conversation with josh was grim,sadness
7688,the conversation with josh was heartbreaking,sadness
7689,the conversation with josh was gloomy,sadness
7690,the conversation with josh was horrible,fear
7691,the conversation with josh was threatening,fear
7692,the conversation with josh was terrifying,fear
7693,the conversation with josh was shocking,fear
7694,the conversation with josh was dreadful,fear
7695,the conversation with josh was funny,joy
7696,the conversation with josh was hilarious,joy
7697,the conversation with josh was amazing,joy
7698,the conversation with josh was wonderful,joy
7699,the conversation with josh was great,joy
7700,the conversation with roger was irritating,anger
7701,the conversation with roger was vexing,anger
7702,the conversation with roger was outrageous,anger
7703,the conversation with roger was annoying,anger
7704,the conversation with roger was displeasing,anger
7705,the conversation with roger was depressing,sadness
7706,the conversation with roger was serious,sadness
7707,the conversation with roger was grim,sadness
7708,the conversation with roger was heartbreaking,sadness
7709,the conversation with roger was gloomy,sadness
7710,the conversation with roger was horrible,fear
7711,the conversation with roger was threatening,fear
7712,the conversation with roger was terrifying,fear
7713,the conversation with roger was shocking,fear
7714,the conversation with roger was dreadful,fear
7715,the conversation with roger was funny,joy
