"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Ash","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Kilocalories","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Manganese","Data.Niacin","Data.Pantothenic Acid","Data.Protein","Data.Refuse Percentage","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Household Weights.1st Household Weight","Data.Household Weights.1st Household Weight Description","Data.Household Weights.2nd Household Weight","Data.Household Weights.2nd Household Weight Description","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - IU","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Sugar","18548","0","2.68","0","0","69.02","16","0","1.5","411","0","0","0.0","2.6","0.0","4.88","0","0","0.24","0.0","0.0","0.32","10.62","5.04","1.2","2.96","12.8","24.0","1 serving","0","","25","0.0","2.46","0","0","88","640","0.0","19","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Gourmet Apple'n Raisin","18549","0","2.41","0","0","66.33","7","0","2.5","435","0","0","0.0","1.59","0.0","5.1","0","0","0.14","0.0","33.97000122","0.28","9.51","6.36","2.42","3.61","16.64","26.0","1 serving","0","","34","0.0","2.5","0","0","232","527","0.0","10","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY HOME STYLE COOKIES","ARCHWAY HOME STYLE COOKIES,FAT FREE DEVIL'S FD COOKIE","18553","0","2.03","0","0","79.27","0","0","2.799999952","338","0","0","0.0","2.22","0.0","4.82","0","0","0.19","0.0","41.20000076","0.28","12.99","0.29","0.28","0.32","0.9","20.0","1 serving","0","","10","0.0","2.63","0","0","269","393","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Fat Free Oatmeal Raisin","18555","0","2.71","0","0","79.56","44","0","2.099999905","348","0","0","0.0","1.85","0.0","4.12","0","0","0.15","0.0","47.06999969","0.27","12.1","0.58","0.61","0.32","1.51","31.0","1 serving","0","","32","0.0","2.47","0","0","276","576","0.0","5","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Gourmet Oatmeal Pecan","18560","0","1.69","0","0","60.48","8","0","3.099999905","472","0","0","0.0","1.64","0.0","5.42","0","0","0.15","0.0","27.70999908","0.27","9.28","8.61","2.21","7.58","23.13","28.0","1 serving","0","","25","0.0","2.14","0","0","145","345","0.0","10","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps","18562","0","2.75","0","0","76.23","1","0","1.100000024","424","0","0","0.0","2.86","0.0","4.67","0","0","0.22","0.0","36.27999878","0.32","5.22","3.58","1.65","2.6","11.14","32.0","1 serving","0","","62","0.0","12.57","0","0","309","406","0.0","2","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Gourmet Rocky Road","18563","0","1.46","0","0","65.94","10","0","2.599999905","461","0","0","0.0","1.9","0.0","4.86","0","0","0.17","0.0","34.91999817","0.23","8.02","6.82","3.48","5.13","19.71","28.0","1 serving","0","","18","0.0","2.93","0","0","240","283","0.0","11","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Gourmet Ruth's Golden Oatmeal","18564","0","2.01","0","0","64.97","8","0","2.700000048","431","0","0","0.0","1.81","0.0","5.67","0","0","0.17","0.0","33.74000168","0.29","10.9","5.67","4.11","3.29","16.44","28.0","1 serving","0","","36","0.0","2.3","0","0","232","391","0.0","20","0","0.0","0.0","0.0","0.0","0.0"
"ARCHWAY Home Style Cookies","ARCHWAY Home Style Cookies, Sugar Free Chocolate Chip","18565","0","1.68","0","0","66.11","0","0","1.100000024","487","0","0","0.0","1.89","0.0","4.51","0","0","0.18","0.0","0.899999976","0.23","4.99","9.13","1.35","6.3","22.71","24.0","1 serving","0","","261","0.0","2.12","0","0","76","267","0.0","9","0","0.0","0.0","0.0","0.0","0.0"
"ARTIFICIAL BLUEBERRY MUFFIN MIX","ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY","18566","0","2.75","0","0","77.45","0","0","0.0","407","0","0","0.0","0.0","0.0","4.7","0","0","0.0","0.0","0.0","0.0","6.4","3.742","1.679","1.865","8.7","31.0","1 muffin","0","","0","0.0","0.0","0","0","0","760","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"KRAFT","KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR","18567","0","4.8","0","0","73.1","4","0","2.5","381","0","0","0.0","3.84","0.0","12.6","0","0","0.29","0.0","10.10000038","0.39","5.3","0.0","0.0","0.8","4.1","28.0","1 NLEA serving,  (makes 1/2 cup prepared)","0","","63","0.0","4.32","0","129","267","1532","0.0","107","0","0.0","0.0","3.3","0.0","0.0"
"GENERAL MILLS","GENERAL MILLS,BETTY CROCKER WILD BLUEBERRY MUFFIN MIX,DRY","18601","0","1.7","0","0","64.9","0","0","0.0","321","0","0","0.0","0.0","0.0","5.2","0","0","0.0","0.0","31.70000076","0.0","23.7","1.869","0.553","1.022","4.5","40.0","1 serving","0","","0","0.0","0.0","0","0","0","465","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"CAKE","CAKE,BETTY CROCKER,SUPERMOIST PARTY CAKE SWIRL,DRY MIX","18602","0","2.2","0","0","82.5","0","0","0.0","414","0","0","0.0","0.0","0.0","3.9","0","0","0.0","0.0","45.70000076","0.0","3.8","0.0","0.0","2.26","7.6","43.0","1 serving","0","","186","0.0","0.0","0","0","0","618","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GEORGE WESTON BAKER","GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY","18603","0","4.9","0","0","72.7","0","0","5.400000095","390","0","0","0.0","0.0","0.0","13.3","0","0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.9","5.1","67.0","1 serving","0","","0","0.0","3.81","0","0","0","1680","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GENERAL MILLS","GENERAL MILLS,GOLD MEDAL IMITATION BLUEBERRY MUFFIN MIX,DRY","18605","0","2.2","0","0","78.8","0","0","0.0","410","0","0","0.0","0.0","0.0","4.3","0","0","0.0","0.0","36.40000153","0.0","6.1","3.212","2.325","1.638","8.6","31.0","1 serving","0","","0","0.0","0.0","0","0","0","661","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"KEEBLER","KEEBLER,KEEBLER CHOC GRAHAM SELECTS","18608","0","1.4","0","0","71.8","0","0","0.0","465","0","0","0.0","0.0","0.0","7.1","0","0","0.0","0.0","26.5","0.0","3.1","0.0","0.0","3.09","16.6","31.0","1 serving","0","","0","0.0","0.0","0","0","0","357","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"KEEBLER","KEEBLER,KEEBLER GOLDEN VANILLA WAFERS,ARTIFICIALLY FLAV","18609","0","1.4","0","0","69.7","0","0","0.0","475","0","0","0.0","0.0","0.0","5.2","0","0","0.0","0.0","27.39999962","0.0","4.2","0.0","0.0","3.58","19.5","31.0","1 serving","0","","0","0.0","0.0","0","0","0","386","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"CONTINEN MILL","CONTINEN MILL, KRUSTEAZ Almd Poppyseed Muff Mix, Art Fla,dry","18610","0","1.9","0","0","75.6","0","0","1.700000048","418","0","0","0.0","0.0","0.0","5.6","0","0","0.0","0.0","40.0","0.0","5.7","0.0","0.0","2.1","10.3","40.0","1 serving","0","","82","0.0","2.47","0","0","0","590","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"MCKEE BAKING","MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE","18612","0","1.0","0","0","55.2","0","0","0.0","548","0","0","0.0","0.0","0.0","8.0","0","0","0.0","0.0","34.0","0.0","3.0","0.0","0.0","6.29","32.8","57.0","1 serving","0","","0","0.0","0.0","0","0","0","223","0.0","0","0","0.0","0.0","2.0","0.0","0.0"
"MARTHA WHITE FOODS","MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MIX,","18614","0","1.84","0","0","83.58","0","0","2.900000095","407","0","0","0.0","1.67","0.0","4.42","0","0","0.13","0.0","54.75999832","0.2","4.0","0.0","0.0","1.7","6.16","28.0","1 serving","0","","17","0.0","3.81","0","0","51","457","0.26","0","0","0.0","0.0","0.0","0.0","0.0"
"MARTHA WHITE FOODS","MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY","18615","0","9.55","0","0","59.41","3","0","1.5","388","0","0","0.0","3.93","0.0","7.81","0","0","0.38","0.0","4.460000038","0.49","10.0","0.0","0.0","4.07","13.23","41.0","1 serving","0","","168","0.0","4.06","0","0","212","1295","0.9","7","0","0.16","0.02","0.2","0.0","0.0"
"MISSION FOODS","MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH","18616","0","2.1","0","0","49.6","0","0","0.0","287","0","0","0.0","0.0","0.0","8.7","0","0","0.0","0.0","0.0","0.0","33.6","2.771","0.924","0.695","6.0","51.0","1 serving","0","","191","0.0","1.99","0","0","0","488","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"NABISCO","NABISCO,NABISCO GRAHAMS CRACKERS","18617","0","2.8","0","0","76.2","0","0","3.400000095","424","0","0","0.0","3.78","0.0","6.99","0","0","0.24","0.0","23.0","0.228","3.6","3.6","0.46","1.56","10.0","28.0","1 serving","0","","79","0.03","4.13","59","202","177","659","1.94","0","0","0.0","0.1","0.0","0.0","0.0"
"NABISCO","NABISCO,NABISCO NILLA PIE CRUST,READY TO USE","18618","0","0.8","0","0","63.1","10","0","0.899999976","513","0","0","0.0","2.487","0.0","3.5","0","0","0.192","0.0","32.20000076","0.166","3.31","18.7","1.35","5.15","27.1","28.0","1 serving","0","","41","0.05","1.77","8","83","69","224","0.28","10","0","0.11","0.02","0.0","0.0","0.0"
"NABISCO","NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING","18619","0","1.9","0","0","70.23","0","0","3.200000048","476","0","0","0.0","1.845","0.036","4.78","0","0","0.165","0.0","36.0","0.122","1.57","3.17","0.82","4.14","21.5","11.0","1 serving","0","","24","0.27","4.9","48","103","194","528","1.23","3","0","0.02","0.032","0.0","0.0","0.0"
"NABISCO","NABISCO,NABISCO RITZ CRACKERS","18621","0","2.93","0","0","63.51","0","0","2.299999952","492","0","0","0.54","4.88","0.37","7.23","0","0","0.265","4.6","8.140000343","0.442","3.12","6.276","10.896","5.45","23.21","3.29","1 cracker","16","5 cracker,  (1 NLEA serving)","154","0.124","4.47","19","273","119","882","0.61","0","0","0.0","0.06","0.0","3.49","50.0"
"PEPPERIDGE FARM CLASSIC STYLE CROUTONS","PEPPERIDGE FARM CLASSIC STYLE CROUTONS,SEASONED","18626","0","4.2","0","0","61.1","0","0","0.0","465","0","0","0.0","0.0","0.0","13.6","0","0","0.0","0.0","0.0","0.0","2.6","0.0","0.0","3.72","18.5","7.0","1 serving","0","","0","0.0","0.0","0","0","0","1390","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PEPPERIDGE FARM CRUSTY ITALIAN BREAD","PEPPERIDGE FARM CRUSTY ITALIAN BREAD,GARLIC","18627","0","1.8","0","0","41.6","11","0","0.0","372","0","0","0.0","0.0","0.0","8.3","0","0","0.0","0.0","0.0","0.0","29.1","7.836","3.665","4.822","19.2","50.0","1 serving","0","","0","0.0","2.37","0","0","0","400","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PEPPERIDGE FARM APPL TURNOVERS","PEPPERIDGE FARM APPL TURNOVERS,FRZ,READY TO BAKE","18628","0","0.8","0","0","35.1","0","0","1.799999952","319","0","0","0.0","0.0","0.0","4.2","0","0","0.0","0.0","12.10000038","0.0","41.9","0.0","0.0","4.53","18.0","89.0","1 serving","0","","0","0.0","1.37","0","0","0","198","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PILLSBURY","PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH","18629","0","4.5","0","0","45.31","0","0","1.600000024","234","0","0","0.0","0.0","0.0","6.25","0","0","0.0","0.0","6.25","0.0","40.6","0.0","0.0","0.469","3.13","64.0","1 serving","0","","0","0.0","2.25","0","0","0","891","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PILLSBURY","PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH","18630","0","1.79","0","0","60.71","18","0","2.099999905","482","0","0","0.0","0.0","0.0","3.57","0","0","0.0","0.0","35.70999908","0.0","8.93","9.063","1.828","7.143","25.0","28.0","1 serving","0","","0","0.0","2.57","0","0","0","304","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PILLSBURY","PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH","18631","0","2.89","0","0","46.15","0","0","1.700000048","241","0","0","0.0","0.0","0.0","7.69","0","0","0.0","0.0","3.849999905","0.0","40.0","0.0","0.0","0.962","2.89","62.0","1 serving","0","","0","0.0","2.77","0","0","0","577","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PILLSBURY","PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY","18632","0","1.7","0","0","78.3","0","0","0.0","441","0","0","0.0","0.0","0.0","4.8","0","0","0.0","0.0","49.59999847","0.0","3.1","0.0","0.0","2.59","12.1","30.0","1 serving","0","","0","0.0","2.81","0","0","0","292","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PILLSBURY GRANDS","PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH","18633","0","4.0","0","0","41.38","0","0","1.200000048","317","0","0","0.0","0.0","0.0","6.9","0","0","0.0","0.0","6.900000095","0.0","33.5","0.0","0.0","5.172","13.79","61.0","1 serving","0","","34","0.0","2.48","0","0","0","1034","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT","PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,ART FLAVOR,REFR DOUGH","18634","0","3.5","0","0","41.18","0","0","1.200000048","307","0","0","0.0","0.0","0.0","5.88","0","0","0.0","0.0","5.880000114","0.0","35.5","0.0","0.0","2.941","13.24","34.0","1 serving","0","","0","0.0","2.12","0","0","0","1059","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"PILLSBURY","PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH","18635","0","3.5","0","0","52.27","0","0","1.100000024","330","0","0","0.0","0.0","0.0","4.55","0","0","0.0","0.0","22.72999954","0.0","28.0","0.0","0.0","3.409","11.36","44.0","1 serving","0","","0","0.0","1.64","0","0","0","773","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"KRAFT FOODS","KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY","18637","0","7.2","0","0","79.8","0","0","0.0","377","0","0","0.0","0.0","0.0","6.1","0","0","0.0","0.0","0.0","0.0","3.2","0.0","0.0","0.0","3.7","28.0","1 serving","0","","0","0.0","0.0","0","0","0","2840","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GEORGE WESTON BAKERIES","GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS","18639","0","1.6","0","0","46.0","0","0","0.0","232","0","0","0.0","0.0","0.0","8.0","0","0","0.0","0.0","0.0","0.0","42.6","0.303","0.92","0.308","1.8","57.0","1 serving","0","","180","0.0","1.4","0","0","0","345","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"HEINZ","HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ","18640","0","1.3","0","0","40.3","47","0","2.099999905","241","0","0","0.0","0.0","0.0","4.4","0","0","0.0","0.0","16.79999924","0.0","47.3","2.0","2.9","1.4","6.9","59.0","1 eclair, frozen","0","","48","0.0","0.7","0","0","0","300","0.0","75","0","0.0","0.0","0.0","0.0","0.0"
"INTERSTATE BRANDS CORP","INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS","18641","0","1.92","0","0","50.84","0","0","2.599999905","273","0","0","0.0","0.0","0.0","8.07","0","0","0.0","0.0","11.06000042","0.0","34.2","0.848","2.177","1.013","4.15","43.0","1 serving","0","","87","0.0","2.22","0","0","0","596","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GENERAL MILLS","GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY","18642","0","2.6","0","0","81.3","0","0","0.0","413","0","0","0.0","0.0","0.0","3.8","0","0","0.0","0.0","43.90000153","0.0","4.2","0.0","0.0","2.28","8.1","43.0","1 serving","0","","161","0.0","0.0","0","0","0","672","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"NABISCO","NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES","18651","0","1.02","0","0","74.25","0","0","1.600000024","305","0","0","0.0","1.345","0.057","5.0","0","0","0.171","1.7","43.38000107","0.087","17.65","0.246","0.196","0.427","1.09","16.0","1 serving","0","","30","0.168","2.78","25","71","111","174","0.46","1","0","0.07","0.021","0.1","0.0","0.0"
"Crackers","Crackers, cheese, sandwich-type with cheese filling","18927","0","3.1","2","0","58.76","6","28","1.899999976","490","9","0","0.497","3.478","0.855","8.92","0","11","0.457","10.0","12.32999992","0.508","4.81","0.0","0.0","0.0","24.41","39.0","6 cracker,  1 cracker = 6.5g","6","1 sandwich","89","0.242","2.13","28","288","295","878","0.57","39","11","0.8","0.114","2.6","1.99","20.5"
"USDA CMDTY","USDA CMDTY,BAKERY,FLR MIX","18930","0","5.48","0","0","62.53","0","0","7.099999905","400","0","0","0.738","5.904","0.383","8.47","0","0","0.857","6.6","0.0","0.597","10.62","6.79","1.96","3.09","12.9","0.0","","0","","187","0.103","4.11","20","630","124","1410","0.55","0","0","0.0","0.08","0.0","0.0","7.9"
"USDA CMDTY","USDA CMDTY,BAKERY FLR MIX LOW-FAT","18931","0","5.13","0","0","70.59","0","0","3.5","361","0","0","0.779","5.904","0.425","9.07","0","0","0.423","6.7","0.0","0.65","10.51","1.83","0.65","0.85","4.7","0.0","","0","","181","0.141","4.11","28","633","141","1360","0.68","0","0","0.0","0.093","0.0","0.0","0.0"
"WAFFLES","WAFFLES,BTTRMLK,FRZ,RTH","18932","0","2.81","2","2","41.05","15","0","2.200000048","273","63","0","0.215","6.675","0.24","6.58","0","401","0.665","9.5","4.300000191","0.499","40.34","4.53","1.539","1.89","9.22","39.38","1 waffle, square","38","1 waffle, round","279","0.04","6.04","19","388","126","621","0.48","1335","401","2.86","0.972","0.0","0.62","10.5"
"WAFFLE","WAFFLE,BTTRMLK,FRZ,RTH,TSTD","18933","0","3.13","2","2","48.39","13","28","2.599999905","309","66","0","0.223","7.942","0.217","7.42","0","437","0.648","10.3","4.409999847","0.563","31.57","5.292","1.526","2.283","9.49","33.0","1 waffle, round (4"" dia)","33","1 waffle, square (4"" square)","299","0.037","6.59","22","444","138","710","0.48","1463","437","1.62","1.11","0.0","0.68","12.5"
"WAFFLE","WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED","18934","0","3.04","0","0","44.16","16","0","2.400000095","289","0","0","0.235","6.73","0.24","6.92","0","429","0.695","10.1","4.5","0.576","36.48","4.864","1.615","2.057","9.4","34.5","1 waffle","0","","125","0.063","6.53","20","410","110","663","0.58","1430","429","2.44","1.105","0.0","0.63","10.8"
"WAFFLE","WAFFLE,PLN,FRZ,RTH,MICROWAVE","18935","0","3.02","0","0","45.41","16","0","2.400000095","298","0","0","0.154","7.785","0.325","6.71","0","0","0.655","12.8","5.039999962","0.544","34.95","5.195","2.24","1.58","9.91","32.0","1 waffle, round (4""dia)","0","","197","0.038","5.81","25","410","148","682","0.45","0","0","2.18","1.016","0.0","0.95","8.1"
"PANCAKES","PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)","18936","0","2.26","0","0","43.33","0","28","2.5","239","0","0","0.141","3.345","0.177","5.88","0","216","0.335","7.4","7.059999943","0.363","43.8","2.721","1.07","0.949","4.73","38.32","1 pancake","144","1 serving,  (3 pancakes)","72","0.035","1.64","16","350","122","566","0.44","719","216","0.0","0.278","0.0","0.38","7.4"
"TOASTER PASTRIES","TOASTER PASTRIES,FRT,FRSTD (INC APPLS,BLUEBERR,CHERRY,STRAW)","18938","3","1.09","3","3","70.81","0","8","0.699999988","391","7","3","0.303","4.75","0.25","4.23","0","202","0.36","4.9","35.52000046","0.396","13.79","5.733","1.235","2.672","10.08","55.31","1 pastry","28","1 oz","11","0.06","4.05","11","68","71","312","0.35","680","202","0.01","0.38","0.0","0.73","6.9"
"TOASTER PASTRIES","TOASTER PASTRIES,FRUIT,TSTD (APPL,BLUEBERY,CHERRY,STRAWBERY)","18939","3","1.11","3","3","72.7","0","9","1.0","409","0","3","0.332","5.25","0.34","4.7","0","467","0.415","5.1","28.98999977","0.365","10.46","6.55","1.281","2.637","11.03","51.29","1 pastry","51","1 pop tart","11","0.068","3.92","12","76","81","354","0.38","1563","467","0.0","0.465","0.0","0.9","6.6"
"MUFFIN","MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT","18940","0","1.56","3","1","50.05","28","52","4.199999809","255","56","0","0.785","1.375","0.251","4.23","0","10","0.175","9.8","27.04999924","0.163","39.94","0.86","1.363","1.549","4.22","71.0","1 muffin,  small","28","1 oz","35","0.08","2.0","10","125","96","315","1.27","39","10","0.16","0.042","0.9","0.39","5.7"
"PIE CRUST","PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST","18942","0","1.39","0","0","64.3","0","18","1.899999976","501","11","0","1.287","3.22","0.178","5.1","0","0","0.213","2.6","18.12999916","0.184","4.37","16.928","1.671","4.999","24.83","182.63","1 crust","28","1 oz","29","0.223","2.6","23","117","113","417","1.25","0","0","0.0","0.076","0.0","1.85","21.8"
"PIE CRUST","PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST","18943","0","2.03","0","0","64.48","0","16","2.700000048","484","12","0","1.833","3.073","0.168","6.08","0","0","0.265","2.5","26.30999947","0.336","4.99","14.501","2.035","4.725","22.42","182.15","1 crust","0","","32","0.77","4.3","40","120","187","503","2.1","0","0","0.0","0.043","0.0","1.79","18.2"
"PIE","PIE,DUTCH APPL,COMMLY PREP","18944","0","0.7","10","11","44.54","0","17","1.600000024","290","42","1","0.233","1.094","0.096","2.17","0","17","0.067","2.2","22.02000046","0.193","41.09","5.797","2.117","2.313","11.5","131.0",".125 pie,  1 pie (1/8 of 9"" pie)","137","1 slice","14","0.148","0.91","8","29","76","200","0.19","82","18","0.0","0.039","5.7","0.96","16.4"
"PIE CRUST","PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR","18945","0","1.17","0","0","46.79","0","0","1.399999976","468","0","0","0.476","2.5","0.36","5.52","0","0","0.143","4.5","0.0","0.227","17.78","14.489","3.53","8.129","28.74","224.73","1 pie crust,  (average weight)","0","","20","0.079","2.26","15","68","91","353","0.46","0","0","0.0","0.047","0.0","1.24","15.0"
"PIE CRUST","PIE CRUST,REFR,REG,BKD","18946","0","1.42","0","0","58.52","0","0","1.399999976","506","0","0","0.209","1.285","0.295","3.41","0","0","0.037","4.5","0.0","0.14","7.96","11.815","3.756","11.087","28.69","198.38","1 pie crust","0","","12","0.051","1.15","9","52","83","472","0.22","0","0","0.0","0.02","0.0","0.05","0.4"
"PIE CRUST","PIE CRUST,DEEP DISH,FRZ,BKD,MADE W/ ENR FLR","18947","0","1.33","0","0","52.47","0","0","2.299999952","521","0","0","0.533","2.867","0.403","6.1","0","0","0.13","5.0","0.0","0.263","8.26","16.459","3.918","8.862","31.84","202.06","1 pie crust,  (average weight)","0","","23","0.089","2.47","17","77","103","393","0.52","0","0","0.0","0.04","0.0","1.39","16.7"
"PIE CRUST","PIE CRUST,REFR,REG,UNBAKED","18948","0","1.22","0","0","51.11","0","0","1.799999952","445","0","0","0.181","1.145","0.31","2.97","0","0","0.052","4.0","0.0","0.067","19.25","10.206","3.292","9.596","25.46","229.21","1 pie crust,  (average weight)","0","","10","0.045","1.02","8","45","73","409","0.2","0","0","0.0","0.02","0.0","0.05","0.0"
"BEEF JERKY","BEEF JERKY,CHOPD&FORMED","19002","0","6.8","0","0","11.0","48","109","1.799999952","410","0","0","0.111","1.732","0.163","33.2","0","0","0.142","10.7","9.0","0.154","23.36","11.305","1.011","10.85","25.6","28.35","1 oz","20","1 piece,  large","20","0.227","5.42","51","407","597","2213","8.11","0","0","0.99","0.179","0.0","0.49","2.3"
"CORN-BASED","CORN-BASED,EXTRUDED,CHIPS,PLN","19003","0","2.22","0","0","63.01","0","12","5.300000191","518","212","0","0.434","0.362","0.564","6.03","0","0","0.64","6.7","1.159999967","0.016","0.33","7.913","14.01","3.612","28.41","28.35","1 oz","198","1 bag,  (7 oz)","164","0.217","1.32","84","157","135","616","1.58","0","0","0.0","0.117","0.0","1.36","6.3"
"CORN-BASED","CORN-BASED,EXTRUDED,CHIPS,BARBECUE-FLAVOR","19004","0","2.8","0","0","56.2","0","0","5.199999809","523","0","0","0.774","1.645","0.143","7.0","0","0","0.21","4.1","0.0","0.075","1.2","9.48","16.17","4.46","32.7","28.35","1 oz","198","1 bag,  (7 oz)","131","0.166","1.54","77","207","236","763","1.06","611","31","0.0","0.23","1.7","0.0","0.0"
"CORN-BASED","CORN-BASED,EXTRUDED,CONES,PLN","19005","0","2.3","0","0","62.9","0","0","1.100000024","510","0","0","0.087","1.41","0.225","5.8","0","0","0.24","3.8","0.0","0.32","2.0","1.7","0.78","22.75","26.9","28.35","1 oz","0","","3","0.04","2.54","11","44","81","1022","0.21","318","16","0.0","0.04","0.0","0.0","0.0"
"CORN-BASED","CORN-BASED,EXTRUDED,CONES,NACHO-FLAVOR","19006","0","2.6","0","0","57.3","5","0","1.0","536","0","0","0.078","1.41","0.401","6.5","0","10","0.12","3.8","0.0","0.21","1.9","2.14","0.84","26.79","31.7","28.35","1 oz","0","","36","0.059","1.27","25","76","123","952","0.48","315","24","0.0","0.116","0.1","0.0","0.0"
"CORN-BASED","CORN-BASED,EXTRUDED,ONION-FLAVOR","19007","33","2.6","51","0","65.1","0","21","3.900000095","499","879","0","0.202","3.18","0.262","7.7","0","2","0.31","10.6","4.829999924","0.22","2.0","13.36","3.14","4.34","22.6","28.35","1 oz","57","2 oz","29","0.118","3.72","28","72","143","981","0.33","120","8","0.0","0.148","1.8","2.69","5.1"
"CORN-BASED","CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR","19008","0","2.89","0","0","52.38","7","12","1.899999976","565","643","0","0.089","4.706","0.98","5.83","0","38","0.159","8.1","2.869999886","0.16","1.78","10.513","19.089","5.658","37.11","28.35","1 oz","28","32 pieces","58","0.046","1.75","19","128","189","910","0.55","127","38","0.48","0.079","0.0","4.7","1.3"
